ItemId,Type_,BasePrice,items
4399,Larger Plate,12.7,"{Original Orange Chicken,Honey Walnut Shrimp,String Bean Chicken Breast,White Rice,White Rice}"
4400,Larger Plate,12.7,"{Original Orange Chicken,Honey Walnut Shrimp,Black Pepper Chicken,Super Greens,Super Greens}"
4401,Larger Plate,11.3,"{Original Orange Chicken,Teriyaki Chicken,Teriyaki Chicken,Super Greens,Chow Mein}"
4402,Larger Plate,11.3,"{Original Orange Chicken,Teriyaki Chicken,Broccoli Beef,Super Greens,Fried Rice}"
4403,Larger Plate,11.3,"{Original Orange Chicken,Teriyaki Chicken,Kung Pao Chicken,Super Greens,White Rice}"
4404,Larger Plate,11.3,"{Original Orange Chicken,Teriyaki Chicken,Honey Sesame Chicken Breast,Chow Mein,Chow Mein}"
4405,Larger Plate,11.3,"{Original Orange Chicken,Teriyaki Chicken,Beijing Beef,Chow Mein,Fried Rice}"
4406,Larger Plate,11.3,"{Original Orange Chicken,Teriyaki Chicken,Mushroom Chicken,Chow Mein,White Rice}"
4407,Larger Plate,11.3,"{Original Orange Chicken,Teriyaki Chicken,SweetFire Chicken Breast,Fried Rice,Fried Rice}"
4408,Larger Plate,11.3,"{Original Orange Chicken,Teriyaki Chicken,String Bean Chicken Breast,Fried Rice,White Rice}"
4409,Larger Plate,11.3,"{Original Orange Chicken,Teriyaki Chicken,Black Pepper Chicken,White Rice,White Rice}"
4410,Larger Plate,11.3,"{Original Orange Chicken,Broccoli Beef,Broccoli Beef,Super Greens,Super Greens}"
4411,Larger Plate,11.3,"{Original Orange Chicken,Broccoli Beef,Kung Pao Chicken,Super Greens,Chow Mein}"
4412,Larger Plate,11.3,"{Original Orange Chicken,Broccoli Beef,Honey Sesame Chicken Breast,Super Greens,Fried Rice}"
4413,Larger Plate,11.3,"{Original Orange Chicken,Broccoli Beef,Beijing Beef,Super Greens,White Rice}"
4414,Larger Plate,11.3,"{Original Orange Chicken,Broccoli Beef,Mushroom Chicken,Chow Mein,Chow Mein}"
4415,Larger Plate,11.3,"{Original Orange Chicken,Broccoli Beef,SweetFire Chicken Breast,Chow Mein,Fried Rice}"
4416,Larger Plate,11.3,"{Original Orange Chicken,Broccoli Beef,String Bean Chicken Breast,Chow Mein,White Rice}"
4417,Larger Plate,11.3,"{Original Orange Chicken,Broccoli Beef,Black Pepper Chicken,Fried Rice,Fried Rice}"
4418,Larger Plate,11.3,"{Original Orange Chicken,Kung Pao Chicken,Kung Pao Chicken,Fried Rice,White Rice}"
4419,Larger Plate,11.3,"{Original Orange Chicken,Kung Pao Chicken,Honey Sesame Chicken Breast,White Rice,White Rice}"
4420,Larger Plate,11.3,"{Original Orange Chicken,Kung Pao Chicken,Beijing Beef,Super Greens,Super Greens}"
4421,Larger Plate,11.3,"{Original Orange Chicken,Kung Pao Chicken,Mushroom Chicken,Super Greens,Chow Mein}"
4422,Larger Plate,11.3,"{Original Orange Chicken,Kung Pao Chicken,SweetFire Chicken Breast,Super Greens,Fried Rice}"
4423,Larger Plate,11.3,"{Original Orange Chicken,Kung Pao Chicken,String Bean Chicken Breast,Super Greens,White Rice}"
4424,Larger Plate,11.3,"{Original Orange Chicken,Kung Pao Chicken,Black Pepper Chicken,Chow Mein,Chow Mein}"
4425,Larger Plate,11.3,"{Original Orange Chicken,Honey Sesame Chicken Breast,Honey Sesame Chicken Breast,Chow Mein,Fried Rice}"
4426,Larger Plate,11.3,"{Original Orange Chicken,Honey Sesame Chicken Breast,Beijing Beef,Chow Mein,White Rice}"
4427,Larger Plate,11.3,"{Original Orange Chicken,Honey Sesame Chicken Breast,Mushroom Chicken,Fried Rice,Fried Rice}"
4428,Larger Plate,11.3,"{Original Orange Chicken,Honey Sesame Chicken Breast,SweetFire Chicken Breast,Fried Rice,White Rice}"
4429,Larger Plate,11.3,"{Original Orange Chicken,Honey Sesame Chicken Breast,String Bean Chicken Breast,White Rice,White Rice}"
4430,Larger Plate,11.3,"{Original Orange Chicken,Honey Sesame Chicken Breast,Black Pepper Chicken,Super Greens,Super Greens}"
4431,Larger Plate,11.3,"{Original Orange Chicken,Beijing Beef,Beijing Beef,Super Greens,Chow Mein}"
4432,Larger Plate,11.3,"{Original Orange Chicken,Beijing Beef,Mushroom Chicken,Super Greens,Fried Rice}"
4433,Larger Plate,11.3,"{Original Orange Chicken,Beijing Beef,SweetFire Chicken Breast,Super Greens,White Rice}"
4434,Larger Plate,11.3,"{Original Orange Chicken,Beijing Beef,String Bean Chicken Breast,Chow Mein,Chow Mein}"
4435,Larger Plate,11.3,"{Original Orange Chicken,Beijing Beef,Black Pepper Chicken,Chow Mein,Fried Rice}"
4436,Larger Plate,11.3,"{Original Orange Chicken,Mushroom Chicken,Mushroom Chicken,Chow Mein,White Rice}"
4437,Larger Plate,11.3,"{Original Orange Chicken,Mushroom Chicken,SweetFire Chicken Breast,Fried Rice,Fried Rice}"
4438,Larger Plate,11.3,"{Original Orange Chicken,Mushroom Chicken,String Bean Chicken Breast,Fried Rice,White Rice}"
4439,Larger Plate,11.3,"{Original Orange Chicken,Mushroom Chicken,Black Pepper Chicken,White Rice,White Rice}"
4440,Larger Plate,11.3,"{Original Orange Chicken,SweetFire Chicken Breast,SweetFire Chicken Breast,Super Greens,Super Greens}"
4441,Larger Plate,11.3,"{Original Orange Chicken,SweetFire Chicken Breast,String Bean Chicken Breast,Super Greens,Chow Mein}"
4442,Larger Plate,11.3,"{Original Orange Chicken,SweetFire Chicken Breast,Black Pepper Chicken,Super Greens,Fried Rice}"
4443,Larger Plate,11.3,"{Original Orange Chicken,String Bean Chicken Breast,String Bean Chicken Breast,Super Greens,White Rice}"
4444,Larger Plate,11.3,"{Original Orange Chicken,String Bean Chicken Breast,Black Pepper Chicken,Chow Mein,Chow Mein}"
4445,Larger Plate,11.3,"{Original Orange Chicken,Black Pepper Chicken,Black Pepper Chicken,Chow Mein,Fried Rice}"
4446,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Chow Mein,White Rice}"
4447,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Honey Walnut Shrimp,Fried Rice,Fried Rice}"
4448,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Teriyaki Chicken,Fried Rice,White Rice}"
4449,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Broccoli Beef,White Rice,White Rice}"
4450,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Kung Pao Chicken,Super Greens,Super Greens}"
4451,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,Super Greens,Chow Mein}"
4452,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Beijing Beef,Super Greens,Fried Rice}"
4453,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Mushroom Chicken,Super Greens,White Rice}"
4454,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,SweetFire Chicken Breast,Chow Mein,Chow Mein}"
4455,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,String Bean Chicken Breast,Chow Mein,Fried Rice}"
4456,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Black Pepper Chicken,Chow Mein,White Rice}"
4457,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Honey Walnut Shrimp,Fried Rice,Fried Rice}"
4458,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Teriyaki Chicken,Fried Rice,White Rice}"
4459,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Broccoli Beef,White Rice,White Rice}"
4460,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Kung Pao Chicken,Super Greens,Super Greens}"
4461,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Honey Sesame Chicken Breast,Super Greens,Chow Mein}"
4462,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Beijing Beef,Super Greens,Fried Rice}"
4463,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Mushroom Chicken,Super Greens,White Rice}"
4464,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,SweetFire Chicken Breast,Chow Mein,Chow Mein}"
4465,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,String Bean Chicken Breast,Chow Mein,Fried Rice}"
4466,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Black Pepper Chicken,Chow Mein,White Rice}"
4467,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Teriyaki Chicken,Fried Rice,Fried Rice}"
4468,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Broccoli Beef,Fried Rice,White Rice}"
4469,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Kung Pao Chicken,White Rice,White Rice}"
4470,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Honey Sesame Chicken Breast,Super Greens,Super Greens}"
4471,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Beijing Beef,Super Greens,Chow Mein}"
4472,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Mushroom Chicken,Super Greens,Fried Rice}"
4473,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,SweetFire Chicken Breast,Super Greens,White Rice}"
4474,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,String Bean Chicken Breast,Chow Mein,Chow Mein}"
4475,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Black Pepper Chicken,Chow Mein,Fried Rice}"
4476,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,Broccoli Beef,Chow Mein,White Rice}"
4477,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,Kung Pao Chicken,Fried Rice,Fried Rice}"
4478,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,Honey Sesame Chicken Breast,Fried Rice,White Rice}"
4479,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,Beijing Beef,White Rice,White Rice}"
4480,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,Mushroom Chicken,Super Greens,Super Greens}"
4481,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,SweetFire Chicken Breast,Super Greens,Chow Mein}"
4482,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,String Bean Chicken Breast,Super Greens,Fried Rice}"
4483,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,Black Pepper Chicken,Super Greens,White Rice}"
4484,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Kung Pao Chicken,Kung Pao Chicken,Chow Mein,Chow Mein}"
4485,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Kung Pao Chicken,Honey Sesame Chicken Breast,Chow Mein,Fried Rice}"
4486,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Kung Pao Chicken,Beijing Beef,Chow Mein,White Rice}"
4487,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Kung Pao Chicken,Mushroom Chicken,Fried Rice,Fried Rice}"
4488,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Kung Pao Chicken,SweetFire Chicken Breast,Fried Rice,White Rice}"
4489,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Kung Pao Chicken,String Bean Chicken Breast,White Rice,White Rice}"
4490,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Kung Pao Chicken,Black Pepper Chicken,Super Greens,Super Greens}"
4491,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,Honey Sesame Chicken Breast,Super Greens,Chow Mein}"
4492,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,Beijing Beef,Super Greens,Fried Rice}"
4493,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,Mushroom Chicken,Super Greens,White Rice}"
4494,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,SweetFire Chicken Breast,Chow Mein,Chow Mein}"
4495,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,String Bean Chicken Breast,Chow Mein,Fried Rice}"
4496,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,Black Pepper Chicken,Chow Mein,White Rice}"
4497,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Beijing Beef,Beijing Beef,Fried Rice,Fried Rice}"
4498,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Beijing Beef,Mushroom Chicken,Fried Rice,White Rice}"
4499,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Beijing Beef,SweetFire Chicken Breast,White Rice,White Rice}"
4500,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Beijing Beef,String Bean Chicken Breast,Super Greens,Super Greens}"
4501,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Beijing Beef,Black Pepper Chicken,Super Greens,Chow Mein}"
4502,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Mushroom Chicken,Mushroom Chicken,Super Greens,Fried Rice}"
4503,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Mushroom Chicken,SweetFire Chicken Breast,Super Greens,White Rice}"
4504,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Mushroom Chicken,String Bean Chicken Breast,Chow Mein,Chow Mein}"
4505,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Mushroom Chicken,Black Pepper Chicken,Chow Mein,Fried Rice}"
4506,Larger Plate,12.7,"{Black Pepper Sirloin Steak,SweetFire Chicken Breast,SweetFire Chicken Breast,Chow Mein,White Rice}"
4507,Larger Plate,12.7,"{Black Pepper Sirloin Steak,SweetFire Chicken Breast,String Bean Chicken Breast,Fried Rice,Fried Rice}"
4508,Larger Plate,12.7,"{Black Pepper Sirloin Steak,SweetFire Chicken Breast,Black Pepper Chicken,Fried Rice,White Rice}"
4509,Larger Plate,12.7,"{Black Pepper Sirloin Steak,String Bean Chicken Breast,String Bean Chicken Breast,White Rice,White Rice}"
4510,Larger Plate,12.7,"{Black Pepper Sirloin Steak,String Bean Chicken Breast,Black Pepper Chicken,Super Greens,Super Greens}"
4511,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Chicken,Black Pepper Chicken,Super Greens,Chow Mein}"
4512,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Honey Walnut Shrimp,Super Greens,Fried Rice}"
4513,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Teriyaki Chicken,Super Greens,White Rice}"
4514,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Broccoli Beef,Chow Mein,Chow Mein}"
4515,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Kung Pao Chicken,Chow Mein,Fried Rice}"
4516,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Honey Sesame Chicken Breast,Chow Mein,White Rice}"
4517,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Beijing Beef,Fried Rice,Fried Rice}"
4518,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Mushroom Chicken,Fried Rice,White Rice}"
4519,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,SweetFire Chicken Breast,White Rice,White Rice}"
4520,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,String Bean Chicken Breast,Super Greens,Super Greens}"
4521,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Black Pepper Chicken,Super Greens,Chow Mein}"
4522,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,Teriyaki Chicken,Super Greens,Fried Rice}"
4523,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,Broccoli Beef,Super Greens,White Rice}"
4524,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,Kung Pao Chicken,Chow Mein,Chow Mein}"
4525,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,Honey Sesame Chicken Breast,Chow Mein,Fried Rice}"
4526,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,Beijing Beef,Chow Mein,White Rice}"
4527,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,Mushroom Chicken,Fried Rice,Fried Rice}"
4528,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,SweetFire Chicken Breast,Fried Rice,White Rice}"
4529,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,String Bean Chicken Breast,White Rice,White Rice}"
4530,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,Black Pepper Chicken,Super Greens,Super Greens}"
4531,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,Broccoli Beef,Super Greens,Chow Mein}"
4532,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,Kung Pao Chicken,Super Greens,Fried Rice}"
4533,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,Honey Sesame Chicken Breast,Super Greens,White Rice}"
4534,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,Beijing Beef,Chow Mein,Chow Mein}"
4535,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,Mushroom Chicken,Chow Mein,Fried Rice}"
4536,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,SweetFire Chicken Breast,Chow Mein,White Rice}"
4537,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,String Bean Chicken Breast,Fried Rice,Fried Rice}"
4538,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,Black Pepper Chicken,Fried Rice,White Rice}"
4539,Larger Plate,12.7,"{Honey Walnut Shrimp,Kung Pao Chicken,Kung Pao Chicken,White Rice,White Rice}"
4540,Larger Plate,12.7,"{Honey Walnut Shrimp,Kung Pao Chicken,Honey Sesame Chicken Breast,Super Greens,Super Greens}"
4541,Larger Plate,12.7,"{Honey Walnut Shrimp,Kung Pao Chicken,Beijing Beef,Super Greens,Chow Mein}"
4542,Larger Plate,12.7,"{Honey Walnut Shrimp,Kung Pao Chicken,Mushroom Chicken,Super Greens,Fried Rice}"
4543,Larger Plate,12.7,"{Honey Walnut Shrimp,Kung Pao Chicken,SweetFire Chicken Breast,Super Greens,White Rice}"
4544,Larger Plate,12.7,"{Honey Walnut Shrimp,Kung Pao Chicken,String Bean Chicken Breast,Chow Mein,Chow Mein}"
4545,Larger Plate,12.7,"{Honey Walnut Shrimp,Kung Pao Chicken,Black Pepper Chicken,Chow Mein,Fried Rice}"
4546,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Sesame Chicken Breast,Honey Sesame Chicken Breast,Chow Mein,White Rice}"
4547,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Sesame Chicken Breast,Beijing Beef,Fried Rice,Fried Rice}"
4548,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Sesame Chicken Breast,Mushroom Chicken,Fried Rice,White Rice}"
4549,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Sesame Chicken Breast,SweetFire Chicken Breast,White Rice,White Rice}"
4550,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Sesame Chicken Breast,String Bean Chicken Breast,Super Greens,Super Greens}"
4551,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Sesame Chicken Breast,Black Pepper Chicken,Super Greens,Chow Mein}"
4552,Larger Plate,12.7,"{Honey Walnut Shrimp,Beijing Beef,Beijing Beef,Super Greens,Fried Rice}"
4553,Larger Plate,12.7,"{Honey Walnut Shrimp,Beijing Beef,Mushroom Chicken,Super Greens,White Rice}"
4554,Larger Plate,12.7,"{Honey Walnut Shrimp,Beijing Beef,SweetFire Chicken Breast,Chow Mein,Chow Mein}"
4555,Larger Plate,12.7,"{Honey Walnut Shrimp,Beijing Beef,String Bean Chicken Breast,Chow Mein,Fried Rice}"
4556,Larger Plate,12.7,"{Honey Walnut Shrimp,Beijing Beef,Black Pepper Chicken,Chow Mein,White Rice}"
4557,Larger Plate,12.7,"{Honey Walnut Shrimp,Mushroom Chicken,Mushroom Chicken,Fried Rice,Fried Rice}"
4558,Larger Plate,12.7,"{Honey Walnut Shrimp,Mushroom Chicken,SweetFire Chicken Breast,Fried Rice,White Rice}"
4559,Larger Plate,12.7,"{Honey Walnut Shrimp,Mushroom Chicken,String Bean Chicken Breast,White Rice,White Rice}"
4560,Larger Plate,12.7,"{Honey Walnut Shrimp,Mushroom Chicken,Black Pepper Chicken,Super Greens,Super Greens}"
4561,Larger Plate,12.7,"{Honey Walnut Shrimp,SweetFire Chicken Breast,SweetFire Chicken Breast,Super Greens,Chow Mein}"
4562,Larger Plate,12.7,"{Honey Walnut Shrimp,SweetFire Chicken Breast,String Bean Chicken Breast,Super Greens,Fried Rice}"
4563,Larger Plate,12.7,"{Honey Walnut Shrimp,SweetFire Chicken Breast,Black Pepper Chicken,Super Greens,White Rice}"
4564,Larger Plate,12.7,"{Honey Walnut Shrimp,String Bean Chicken Breast,String Bean Chicken Breast,Chow Mein,Chow Mein}"
4565,Larger Plate,12.7,"{Honey Walnut Shrimp,String Bean Chicken Breast,Black Pepper Chicken,Chow Mein,Fried Rice}"
4566,Larger Plate,12.7,"{Honey Walnut Shrimp,Black Pepper Chicken,Black Pepper Chicken,Chow Mein,White Rice}"
4567,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,Teriyaki Chicken,Fried Rice,Fried Rice}"
4568,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,Broccoli Beef,Fried Rice,White Rice}"
4569,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,Kung Pao Chicken,White Rice,White Rice}"
4570,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,Honey Sesame Chicken Breast,Super Greens,Super Greens}"
4571,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,Beijing Beef,Super Greens,Chow Mein}"
4572,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,Mushroom Chicken,Super Greens,Fried Rice}"
4573,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,SweetFire Chicken Breast,Super Greens,White Rice}"
4574,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,String Bean Chicken Breast,Chow Mein,Chow Mein}"
4575,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,Black Pepper Chicken,Chow Mein,Fried Rice}"
4576,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,Broccoli Beef,Chow Mein,White Rice}"
4577,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,Kung Pao Chicken,Fried Rice,Fried Rice}"
4578,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,Honey Sesame Chicken Breast,Fried Rice,White Rice}"
4579,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,Beijing Beef,White Rice,White Rice}"
4580,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,Mushroom Chicken,Super Greens,Super Greens}"
4581,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,SweetFire Chicken Breast,Super Greens,Chow Mein}"
4582,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,String Bean Chicken Breast,Super Greens,Fried Rice}"
4583,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,Black Pepper Chicken,Super Greens,White Rice}"
4584,Larger Plate,11.3,"{Teriyaki Chicken,Kung Pao Chicken,Kung Pao Chicken,Chow Mein,Chow Mein}"
4585,Larger Plate,11.3,"{Teriyaki Chicken,Kung Pao Chicken,Honey Sesame Chicken Breast,Chow Mein,Fried Rice}"
4586,Larger Plate,11.3,"{Teriyaki Chicken,Kung Pao Chicken,Beijing Beef,Chow Mein,White Rice}"
4587,Larger Plate,11.3,"{Teriyaki Chicken,Kung Pao Chicken,Mushroom Chicken,Fried Rice,Fried Rice}"
4588,Larger Plate,11.3,"{Teriyaki Chicken,Kung Pao Chicken,SweetFire Chicken Breast,Fried Rice,White Rice}"
4589,Larger Plate,11.3,"{Teriyaki Chicken,Kung Pao Chicken,String Bean Chicken Breast,White Rice,White Rice}"
4590,Larger Plate,11.3,"{Teriyaki Chicken,Kung Pao Chicken,Black Pepper Chicken,Super Greens,Super Greens}"
4591,Larger Plate,11.3,"{Teriyaki Chicken,Honey Sesame Chicken Breast,Honey Sesame Chicken Breast,Super Greens,Chow Mein}"
4592,Larger Plate,11.3,"{Teriyaki Chicken,Honey Sesame Chicken Breast,Beijing Beef,Super Greens,Fried Rice}"
4593,Larger Plate,11.3,"{Teriyaki Chicken,Honey Sesame Chicken Breast,Mushroom Chicken,Super Greens,White Rice}"
4594,Larger Plate,11.3,"{Teriyaki Chicken,Honey Sesame Chicken Breast,SweetFire Chicken Breast,Chow Mein,Chow Mein}"
4595,Larger Plate,11.3,"{Teriyaki Chicken,Honey Sesame Chicken Breast,String Bean Chicken Breast,Chow Mein,Fried Rice}"
4596,Larger Plate,11.3,"{Teriyaki Chicken,Honey Sesame Chicken Breast,Black Pepper Chicken,Chow Mein,White Rice}"
4597,Larger Plate,11.3,"{Teriyaki Chicken,Beijing Beef,Beijing Beef,Fried Rice,Fried Rice}"
4598,Larger Plate,11.3,"{Teriyaki Chicken,Beijing Beef,Mushroom Chicken,Fried Rice,White Rice}"
4599,Larger Plate,11.3,"{Teriyaki Chicken,Beijing Beef,SweetFire Chicken Breast,White Rice,White Rice}"
4600,Larger Plate,11.3,"{Teriyaki Chicken,Beijing Beef,String Bean Chicken Breast,Super Greens,Super Greens}"
4601,Larger Plate,11.3,"{Teriyaki Chicken,Beijing Beef,Black Pepper Chicken,Super Greens,Chow Mein}"
4602,Larger Plate,11.3,"{Teriyaki Chicken,Mushroom Chicken,Mushroom Chicken,Super Greens,Fried Rice}"
4603,Larger Plate,11.3,"{Teriyaki Chicken,Mushroom Chicken,SweetFire Chicken Breast,Super Greens,White Rice}"
4604,Larger Plate,11.3,"{Teriyaki Chicken,Mushroom Chicken,String Bean Chicken Breast,Chow Mein,Chow Mein}"
4605,Larger Plate,11.3,"{Teriyaki Chicken,Mushroom Chicken,Black Pepper Chicken,Chow Mein,Fried Rice}"
4606,Larger Plate,11.3,"{Teriyaki Chicken,SweetFire Chicken Breast,SweetFire Chicken Breast,Chow Mein,White Rice}"
4607,Larger Plate,11.3,"{Teriyaki Chicken,SweetFire Chicken Breast,String Bean Chicken Breast,Fried Rice,Fried Rice}"
4608,Larger Plate,11.3,"{Teriyaki Chicken,SweetFire Chicken Breast,Black Pepper Chicken,Fried Rice,White Rice}"
4609,Larger Plate,11.3,"{Teriyaki Chicken,String Bean Chicken Breast,String Bean Chicken Breast,White Rice,White Rice}"
4610,Larger Plate,11.3,"{Teriyaki Chicken,String Bean Chicken Breast,Black Pepper Chicken,Super Greens,Super Greens}"
