orderid,totalcost,orderdate
49627,11.30,2025-04-07 12:36:57
49628,12.70,2025-04-07 12:39:06
49629,11.30,2025-04-07 12:41:15
49630,11.30,2025-04-07 12:43:24
49631,12.70,2025-04-07 12:45:33
49632,9.80,2025-04-07 12:47:42
49633,11.30,2025-04-07 12:49:51
49634,12.70,2025-04-07 12:52:00
49635,12.70,2025-04-07 12:54:09
49636,11.30,2025-04-07 12:56:18
49637,11.30,2025-04-07 12:58:27
49638,22.60,2025-04-07 13:00:36
49639,12.70,2025-04-07 13:02:45
49640,11.30,2025-04-07 13:04:54
49641,12.70,2025-04-07 13:07:03
49642,12.70,2025-04-07 13:09:12
49643,11.30,2025-04-07 13:11:21
49644,11.30,2025-04-07 13:13:30
49645,11.30,2025-04-07 13:15:39
49646,11.30,2025-04-07 13:17:48
49647,36.70,2025-04-07 13:19:57
49648,11.30,2025-04-07 13:22:06
49649,12.70,2025-04-07 13:24:15
49650,12.70,2025-04-07 13:26:24
49651,11.30,2025-04-07 13:28:33
49652,11.30,2025-04-07 13:30:42
49653,12.70,2025-04-07 13:32:51
49654,11.30,2025-04-07 13:35:00
49655,11.30,2025-04-07 13:37:09
49656,11.30,2025-04-07 13:39:18
49657,11.30,2025-04-07 13:41:27
49658,12.70,2025-04-07 13:43:36
49659,12.70,2025-04-07 13:45:45
49660,9.80,2025-04-07 13:47:54
49661,11.30,2025-04-07 13:50:03
49662,11.30,2025-04-07 13:52:12
49663,11.30,2025-04-07 13:54:21
49664,11.30,2025-04-07 13:56:30
49665,11.30,2025-04-07 13:58:39
49666,11.30,2025-04-07 14:00:48
49667,11.30,2025-04-07 14:02:57
49668,11.30,2025-04-07 14:05:06
49669,12.70,2025-04-07 14:07:15
49670,11.30,2025-04-07 14:09:24
49671,11.30,2025-04-07 14:11:33
49672,12.70,2025-04-07 14:13:42
49673,11.30,2025-04-07 14:15:51
49674,11.30,2025-04-07 14:18:00
49675,12.70,2025-04-07 14:20:09
49676,12.70,2025-04-07 14:22:18
49677,11.30,2025-04-07 14:24:27
49678,11.30,2025-04-07 14:26:36
49679,9.80,2025-04-07 14:28:45
49680,11.30,2025-04-07 14:30:54
49681,12.70,2025-04-07 14:33:03
49682,9.80,2025-04-07 14:35:12
49683,11.30,2025-04-07 14:37:21
49684,11.30,2025-04-07 14:39:30
49685,11.30,2025-04-07 14:41:39
49686,11.30,2025-04-07 14:43:48
49687,9.80,2025-04-07 14:45:57
49688,11.30,2025-04-07 14:48:06
49689,11.30,2025-04-07 14:50:15
49690,12.70,2025-04-07 14:52:24
49691,11.30,2025-04-07 14:54:33
49692,11.30,2025-04-07 14:56:42
49693,12.70,2025-04-07 14:58:51
49694,11.30,2025-04-07 15:01:00
49695,9.80,2025-04-07 15:03:09
49696,11.30,2025-04-07 15:05:18
49697,11.30,2025-04-07 15:07:27
49698,11.30,2025-04-07 15:09:36
49699,11.30,2025-04-07 15:11:45
49700,12.70,2025-04-07 15:13:54
49701,9.80,2025-04-07 15:16:03
49702,11.30,2025-04-07 15:18:12
49703,12.70,2025-04-07 15:20:21
49704,11.30,2025-04-07 15:22:30
49705,11.30,2025-04-07 15:24:39
49706,12.70,2025-04-07 15:26:48
49707,12.70,2025-04-07 15:28:57
49708,11.30,2025-04-07 15:31:06
49709,24.00,2025-04-07 15:33:15
49710,11.30,2025-04-07 15:35:24
49711,11.30,2025-04-07 15:37:33
49712,11.30,2025-04-07 15:39:42
49713,12.70,2025-04-07 15:41:51
49714,11.30,2025-04-07 15:44:00
49715,12.70,2025-04-07 15:46:09
49716,12.70,2025-04-07 15:48:18
49717,11.30,2025-04-07 15:50:27
49718,9.80,2025-04-07 15:52:36
49719,11.30,2025-04-07 15:54:45
49720,11.30,2025-04-07 15:56:54
49721,12.70,2025-04-07 15:59:03
49722,11.30,2025-04-07 16:01:12
49723,11.30,2025-04-07 16:03:21
49724,24.00,2025-04-07 16:05:30
49725,12.70,2025-04-07 16:07:39
49726,11.30,2025-04-07 16:09:48
49727,11.30,2025-04-07 16:11:57
49728,24.00,2025-04-07 16:14:06
49729,9.80,2025-04-07 16:16:15
49730,11.30,2025-04-07 16:18:24
49731,11.30,2025-04-07 16:20:33
49732,24.00,2025-04-07 16:22:42
49733,11.30,2025-04-07 16:24:51
49734,11.30,2025-04-07 16:27:00
49735,22.60,2025-04-07 16:29:09
49736,11.30,2025-04-07 16:31:18
49737,11.30,2025-04-07 16:33:27
49738,11.30,2025-04-07 16:35:36
49739,33.90,2025-04-07 16:37:45
49740,12.70,2025-04-07 16:39:54
49741,11.30,2025-04-07 16:42:03
49742,24.00,2025-04-07 16:44:12
49743,11.30,2025-04-07 16:46:21
49744,12.70,2025-04-07 16:48:30
49745,11.30,2025-04-07 16:50:39
49746,11.30,2025-04-07 16:52:48
49747,11.30,2025-04-07 16:54:57
49748,12.70,2025-04-07 16:57:06
49749,11.30,2025-04-07 16:59:15
49750,11.30,2025-04-07 17:01:24
49751,11.30,2025-04-07 17:03:33
49752,12.70,2025-04-07 17:05:42
49753,12.70,2025-04-07 17:07:51
49754,11.30,2025-04-07 17:10:00
49755,11.30,2025-04-07 17:12:09
49756,11.30,2025-04-07 17:14:18
49757,11.30,2025-04-07 17:16:27
49758,21.10,2025-04-07 17:18:36
49759,12.70,2025-04-07 17:20:45
49760,11.30,2025-04-07 17:22:54
49761,12.70,2025-04-07 17:25:03
49762,11.30,2025-04-07 17:27:12
49763,11.30,2025-04-07 17:29:21
49764,12.70,2025-04-07 17:31:30
49765,9.80,2025-04-07 17:33:39
49766,11.30,2025-04-07 17:35:48
49767,9.80,2025-04-07 17:37:57
49768,11.30,2025-04-07 17:40:06
49769,11.30,2025-04-07 17:42:15
49770,9.80,2025-04-07 17:44:24
49771,11.30,2025-04-07 17:46:33
49772,11.30,2025-04-07 17:48:42
49773,36.70,2025-04-07 17:50:51
49774,12.70,2025-04-07 17:53:00
49775,11.30,2025-04-07 17:55:09
49776,11.30,2025-04-07 17:57:18
49777,11.30,2025-04-07 17:59:27
49778,11.30,2025-04-07 18:01:36
49779,11.30,2025-04-07 18:03:45
49780,11.30,2025-04-07 18:05:54
49781,8.30,2025-04-07 18:08:03
49782,12.70,2025-04-07 18:10:12
49783,11.30,2025-04-07 18:12:21
49784,12.70,2025-04-07 18:14:30
49785,11.30,2025-04-07 18:16:39
49786,11.30,2025-04-07 18:18:48
49787,9.80,2025-04-07 18:20:57
49788,9.80,2025-04-07 18:23:06
49789,11.30,2025-04-07 18:25:15
49790,11.30,2025-04-07 18:27:24
49791,11.30,2025-04-07 18:29:33
49792,11.30,2025-04-07 18:31:42
49793,12.70,2025-04-07 18:33:51
49794,11.30,2025-04-07 18:36:00
49795,12.70,2025-04-07 18:38:09
49796,11.30,2025-04-07 18:40:18
49797,11.30,2025-04-07 18:42:27
49798,11.30,2025-04-07 18:44:36
49799,11.30,2025-04-07 18:46:45
49800,11.30,2025-04-07 18:48:54
49801,33.80,2025-04-07 18:51:03
49802,11.30,2025-04-07 18:53:12
49803,12.70,2025-04-07 18:55:21
49804,12.70,2025-04-07 18:57:30
49805,12.70,2025-04-07 18:59:39
49806,11.30,2025-04-07 19:01:48
49807,12.70,2025-04-07 19:03:57
49808,11.30,2025-04-07 19:06:06
49809,21.10,2025-04-07 19:08:15
49810,11.30,2025-04-07 19:10:24
49811,12.70,2025-04-07 19:12:33
49812,9.80,2025-04-07 19:14:42
49813,12.70,2025-04-07 19:16:51
49814,11.30,2025-04-07 19:19:00
49815,12.70,2025-04-07 19:21:09
49816,11.30,2025-04-07 19:23:18
49817,11.30,2025-04-07 19:25:27
49818,12.70,2025-04-07 19:27:36
49819,12.70,2025-04-07 19:29:45
49820,12.70,2025-04-07 19:31:54
49821,12.70,2025-04-07 19:34:03
49822,12.70,2025-04-07 19:36:12
49823,11.30,2025-04-07 19:38:21
49824,12.70,2025-04-07 19:40:30
49825,24.00,2025-04-07 19:42:39
49826,12.70,2025-04-07 19:44:48
49827,12.70,2025-04-07 19:46:57
49828,12.70,2025-04-07 19:49:06
49829,12.70,2025-04-07 19:51:15
49830,12.70,2025-04-07 19:53:24
49831,12.70,2025-04-07 19:55:33
49832,9.80,2025-04-07 19:57:42
49833,11.30,2025-04-07 19:59:51
49834,11.30,2025-04-08 10:01:53
49835,12.70,2025-04-08 10:03:46
49836,12.70,2025-04-08 10:05:39
49837,11.30,2025-04-08 10:07:32
49838,12.70,2025-04-08 10:09:25
49839,9.80,2025-04-08 10:11:18
49840,12.70,2025-04-08 10:13:11
49841,12.70,2025-04-08 10:15:04
49842,12.70,2025-04-08 10:16:57
49843,22.50,2025-04-08 10:18:50
49844,11.30,2025-04-08 10:20:43
49845,11.30,2025-04-08 10:22:36
49846,11.30,2025-04-08 10:24:29
49847,11.30,2025-04-08 10:26:22
49848,12.70,2025-04-08 10:28:15
49849,12.70,2025-04-08 10:30:08
49850,25.40,2025-04-08 10:32:01
49851,21.10,2025-04-08 10:33:54
49852,11.30,2025-04-08 10:35:47
49853,12.70,2025-04-08 10:37:40
49854,11.30,2025-04-08 10:39:33
49855,11.30,2025-04-08 10:41:26
49856,11.30,2025-04-08 10:43:19
49857,11.30,2025-04-08 10:45:12
49858,12.70,2025-04-08 10:47:05
49859,11.30,2025-04-08 10:48:58
49860,11.30,2025-04-08 10:50:51
49861,12.70,2025-04-08 10:52:44
49862,12.70,2025-04-08 10:54:37
49863,11.30,2025-04-08 10:56:30
49864,12.70,2025-04-08 10:58:23
49865,12.70,2025-04-08 11:00:16
49866,12.70,2025-04-08 11:02:09
49867,11.30,2025-04-08 11:04:02
49868,9.80,2025-04-08 11:05:55
49869,12.70,2025-04-08 11:07:48
49870,11.30,2025-04-08 11:09:41
49871,12.70,2025-04-08 11:11:34
49872,12.70,2025-04-08 11:13:27
49873,12.70,2025-04-08 11:15:20
49874,12.70,2025-04-08 11:17:13
49875,24.00,2025-04-08 11:19:06
49876,12.70,2025-04-08 11:20:59
49877,11.30,2025-04-08 11:22:52
49878,11.30,2025-04-08 11:24:45
49879,11.30,2025-04-08 11:26:38
49880,11.30,2025-04-08 11:28:31
49881,12.70,2025-04-08 11:30:24
49882,12.70,2025-04-08 11:32:17
49883,12.70,2025-04-08 11:34:10
49884,12.70,2025-04-08 11:36:03
49885,11.30,2025-04-08 11:37:56
49886,12.70,2025-04-08 11:39:49
49887,11.30,2025-04-08 11:41:42
49888,9.80,2025-04-08 11:43:35
49889,24.00,2025-04-08 11:45:28
49890,12.70,2025-04-08 11:47:21
49891,12.70,2025-04-08 11:49:14
49892,12.70,2025-04-08 11:51:07
49893,11.30,2025-04-08 11:53:00
49894,9.80,2025-04-08 11:54:53
49895,11.30,2025-04-08 11:56:46
49896,12.70,2025-04-08 11:58:39
49897,11.30,2025-04-08 12:00:32
49898,12.70,2025-04-08 12:02:25
49899,11.30,2025-04-08 12:04:18
49900,12.70,2025-04-08 12:06:11
49901,11.30,2025-04-08 12:08:04
49902,9.80,2025-04-08 12:09:57
49903,30.90,2025-04-08 12:11:50
49904,22.60,2025-04-08 12:13:43
49905,11.30,2025-04-08 12:15:36
49906,11.30,2025-04-08 12:17:29
49907,12.70,2025-04-08 12:19:22
49908,9.80,2025-04-08 12:21:15
49909,12.70,2025-04-08 12:23:08
49910,11.30,2025-04-08 12:25:01
49911,11.30,2025-04-08 12:26:54
49912,11.30,2025-04-08 12:28:47
49913,11.30,2025-04-08 12:30:40
49914,11.30,2025-04-08 12:32:33
49915,12.70,2025-04-08 12:34:26
49916,11.30,2025-04-08 12:36:19
49917,11.30,2025-04-08 12:38:12
49918,12.70,2025-04-08 12:40:05
49919,9.80,2025-04-08 12:41:58
49920,11.30,2025-04-08 12:43:51
49921,12.70,2025-04-08 12:45:44
49922,12.70,2025-04-08 12:47:37
49923,11.30,2025-04-08 12:49:30
49924,11.30,2025-04-08 12:51:23
49925,9.80,2025-04-08 12:53:16
49926,9.80,2025-04-08 12:55:09
49927,11.30,2025-04-08 12:57:02
49928,12.70,2025-04-08 12:58:55
49929,11.30,2025-04-08 13:00:48
49930,11.30,2025-04-08 13:02:41
49931,11.30,2025-04-08 13:04:34
49932,12.70,2025-04-08 13:06:27
49933,12.70,2025-04-08 13:08:20
49934,11.30,2025-04-08 13:10:13
49935,11.30,2025-04-08 13:12:06
49936,12.70,2025-04-08 13:13:59
49937,11.30,2025-04-08 13:15:52
49938,12.70,2025-04-08 13:17:45
49939,12.70,2025-04-08 13:19:38
49940,11.30,2025-04-08 13:21:31
49941,11.30,2025-04-08 13:23:24
49942,11.30,2025-04-08 13:25:17
49943,12.70,2025-04-08 13:27:10
49944,11.30,2025-04-08 13:29:03
49945,11.30,2025-04-08 13:30:56
49946,11.30,2025-04-08 13:32:49
49947,12.70,2025-04-08 13:34:42
49948,22.60,2025-04-08 13:36:35
49949,11.30,2025-04-08 13:38:28
49950,12.70,2025-04-08 13:40:21
49951,12.70,2025-04-08 13:42:14
49952,11.30,2025-04-08 13:44:07
49953,35.30,2025-04-08 13:46:00
49954,11.30,2025-04-08 13:47:53
49955,11.30,2025-04-08 13:49:46
49956,11.30,2025-04-08 13:51:39
49957,12.70,2025-04-08 13:53:32
49958,12.70,2025-04-08 13:55:25
49959,12.70,2025-04-08 13:57:18
49960,11.30,2025-04-08 13:59:11
49961,11.30,2025-04-08 14:01:04
49962,11.30,2025-04-08 14:02:57
49963,11.30,2025-04-08 14:04:50
49964,12.70,2025-04-08 14:06:43
49965,9.80,2025-04-08 14:08:36
49966,11.30,2025-04-08 14:10:29
49967,11.30,2025-04-08 14:12:22
49968,11.30,2025-04-08 14:14:15
49969,11.30,2025-04-08 14:16:08
49970,22.60,2025-04-08 14:18:01
49971,11.30,2025-04-08 14:19:54
49972,12.70,2025-04-08 14:21:47
49973,11.30,2025-04-08 14:23:40
49974,11.30,2025-04-08 14:25:33
49975,22.60,2025-04-08 14:27:26
49976,38.10,2025-04-08 14:29:19
49977,11.30,2025-04-08 14:31:12
49978,9.80,2025-04-08 14:33:05
49979,9.80,2025-04-08 14:34:58
49980,9.80,2025-04-08 14:36:51
49981,12.70,2025-04-08 14:38:44
49982,12.70,2025-04-08 14:40:37
49983,12.70,2025-04-08 14:42:30
49984,12.70,2025-04-08 14:44:23
49985,8.30,2025-04-08 14:46:16
49986,11.30,2025-04-08 14:48:09
49987,11.30,2025-04-08 14:50:02
49988,12.70,2025-04-08 14:51:55
49989,11.30,2025-04-08 14:53:48
49990,12.70,2025-04-08 14:55:41
49991,9.80,2025-04-08 14:57:34
49992,11.30,2025-04-08 14:59:27
49993,12.70,2025-04-08 15:01:20
49994,12.70,2025-04-08 15:03:13
49995,11.30,2025-04-08 15:05:06
49996,9.80,2025-04-08 15:06:59
49997,8.30,2025-04-08 15:08:52
49998,11.30,2025-04-08 15:10:45
49999,11.30,2025-04-08 15:12:38
50000,9.80,2025-04-08 15:14:31
50001,12.70,2025-04-08 15:16:24
50002,11.30,2025-04-08 15:18:17
50003,12.70,2025-04-08 15:20:10
50004,11.30,2025-04-08 15:22:03
50005,11.30,2025-04-08 15:23:56
50006,12.70,2025-04-08 15:25:49
50007,11.30,2025-04-08 15:27:42
50008,11.30,2025-04-08 15:29:35
50009,11.30,2025-04-08 15:31:28
50010,11.30,2025-04-08 15:33:21
50011,12.70,2025-04-08 15:35:14
50012,12.70,2025-04-08 15:37:07
50013,11.30,2025-04-08 15:39:00
50014,11.30,2025-04-08 15:40:53
50015,21.10,2025-04-08 15:42:46
50016,11.30,2025-04-08 15:44:39
50017,9.80,2025-04-08 15:46:32
50018,11.30,2025-04-08 15:48:25
50019,11.30,2025-04-08 15:50:18
50020,12.70,2025-04-08 15:52:11
50021,11.30,2025-04-08 15:54:04
50022,9.80,2025-04-08 15:55:57
50023,9.80,2025-04-08 15:57:50
50024,12.70,2025-04-08 15:59:43
50025,11.30,2025-04-08 16:01:36
50026,12.70,2025-04-08 16:03:29
50027,11.30,2025-04-08 16:05:22
50028,11.30,2025-04-08 16:07:15
50029,21.10,2025-04-08 16:09:08
50030,11.30,2025-04-08 16:11:01
50031,11.30,2025-04-08 16:12:54
50032,11.30,2025-04-08 16:14:47
50033,11.30,2025-04-08 16:16:40
50034,11.30,2025-04-08 16:18:33
50035,11.30,2025-04-08 16:20:26
50036,12.70,2025-04-08 16:22:19
50037,21.10,2025-04-08 16:24:12
50038,11.30,2025-04-08 16:26:05
50039,11.30,2025-04-08 16:27:58
50040,9.80,2025-04-08 16:29:51
50041,12.70,2025-04-08 16:31:44
50042,12.70,2025-04-08 16:33:37
50043,11.30,2025-04-08 16:35:30
50044,11.30,2025-04-08 16:37:23
50045,12.70,2025-04-08 16:39:16
50046,11.30,2025-04-08 16:41:09
50047,11.30,2025-04-08 16:43:02
50048,12.70,2025-04-08 16:44:55
50049,11.30,2025-04-08 16:46:48
50050,11.30,2025-04-08 16:48:41
50051,11.30,2025-04-08 16:50:34
50052,11.30,2025-04-08 16:52:27
50053,11.30,2025-04-08 16:54:20
50054,12.70,2025-04-08 16:56:13
50055,12.70,2025-04-08 16:58:06
50056,9.80,2025-04-08 16:59:59
50057,11.30,2025-04-08 17:01:52
50058,11.30,2025-04-08 17:03:45
50059,22.60,2025-04-08 17:05:38
50060,11.30,2025-04-08 17:07:31
50061,11.30,2025-04-08 17:09:24
50062,12.70,2025-04-08 17:11:17
50063,12.70,2025-04-08 17:13:10
50064,12.70,2025-04-08 17:15:03
50065,9.80,2025-04-08 17:16:56
50066,11.30,2025-04-08 17:18:49
50067,11.30,2025-04-08 17:20:42
50068,19.60,2025-04-08 17:22:35
50069,12.70,2025-04-08 17:24:28
50070,11.30,2025-04-08 17:26:21
50071,12.70,2025-04-08 17:28:14
50072,11.30,2025-04-08 17:30:07
50073,11.30,2025-04-08 17:32:00
50074,12.70,2025-04-08 17:33:53
50075,12.70,2025-04-08 17:35:46
50076,12.70,2025-04-08 17:37:39
50077,11.30,2025-04-08 17:39:32
50078,12.70,2025-04-08 17:41:25
50079,19.60,2025-04-08 17:43:18
50080,11.30,2025-04-08 17:45:11
50081,21.10,2025-04-08 17:47:04
50082,9.80,2025-04-08 17:48:57
50083,9.80,2025-04-08 17:50:50
50084,11.30,2025-04-08 17:52:43
50085,12.70,2025-04-08 17:54:36
50086,11.30,2025-04-08 17:56:29
50087,11.30,2025-04-08 17:58:22
50088,11.30,2025-04-08 18:00:15
50089,12.70,2025-04-08 18:02:08
50090,9.80,2025-04-08 18:04:01
50091,12.70,2025-04-08 18:05:54
50092,12.70,2025-04-08 18:07:47
50093,12.70,2025-04-08 18:09:40
50094,9.80,2025-04-08 18:11:33
50095,9.80,2025-04-08 18:13:26
50096,12.70,2025-04-08 18:15:19
50097,12.70,2025-04-08 18:17:12
50098,11.30,2025-04-08 18:19:05
50099,11.30,2025-04-08 18:20:58
50100,12.70,2025-04-08 18:22:51
50101,12.70,2025-04-08 18:24:44
50102,12.70,2025-04-08 18:26:37
50103,11.30,2025-04-08 18:28:30
50104,11.30,2025-04-08 18:30:23
50105,11.30,2025-04-08 18:32:16
50106,12.70,2025-04-08 18:34:09
50107,12.70,2025-04-08 18:36:02
50108,11.30,2025-04-08 18:37:55
50109,11.30,2025-04-08 18:39:48
50110,12.70,2025-04-08 18:41:41
50111,11.30,2025-04-08 18:43:34
50112,11.30,2025-04-08 18:45:27
50113,30.90,2025-04-08 18:47:20
50114,11.30,2025-04-08 18:49:13
50115,24.00,2025-04-08 18:51:06
50116,12.70,2025-04-08 18:52:59
50117,12.70,2025-04-08 18:54:52
50118,12.70,2025-04-08 18:56:45
50119,33.90,2025-04-08 18:58:38
50120,12.70,2025-04-08 19:00:31
50121,12.70,2025-04-08 19:02:24
50122,9.80,2025-04-08 19:04:17
50123,12.70,2025-04-08 19:06:10
50124,9.80,2025-04-08 19:08:03
50125,12.70,2025-04-08 19:09:56
50126,11.30,2025-04-08 19:11:49
50127,35.30,2025-04-08 19:13:42
50128,8.30,2025-04-08 19:15:35
50129,9.80,2025-04-08 19:17:28
50130,11.30,2025-04-08 19:19:21
50131,11.30,2025-04-08 19:21:14
50132,12.70,2025-04-08 19:23:07
50133,11.30,2025-04-08 19:25:00
50134,12.70,2025-04-08 19:26:53
50135,9.80,2025-04-08 19:28:46
50136,35.30,2025-04-08 19:30:39
50137,11.30,2025-04-08 19:32:32
50138,12.70,2025-04-08 19:34:25
50139,12.70,2025-04-08 19:36:18
50140,12.70,2025-04-08 19:38:11
50141,11.30,2025-04-08 19:40:04
50142,11.30,2025-04-08 19:41:57
50143,11.30,2025-04-08 19:43:50
50144,11.30,2025-04-08 19:45:43
50145,11.30,2025-04-08 19:47:36
50146,11.30,2025-04-08 19:49:29
50147,9.80,2025-04-08 19:51:22
50148,11.30,2025-04-08 19:53:15
50149,11.30,2025-04-08 19:55:08
50150,11.30,2025-04-08 19:57:01
50151,11.30,2025-04-09 10:02:00
50152,11.30,2025-04-09 10:04:00
50153,11.30,2025-04-09 10:06:00
50154,32.40,2025-04-09 10:08:00
50155,11.30,2025-04-09 10:10:00
50156,11.30,2025-04-09 10:12:00
50157,11.30,2025-04-09 10:14:00
50158,33.90,2025-04-09 10:16:00
50159,11.30,2025-04-09 10:18:00
50160,11.30,2025-04-09 10:20:00
50161,12.70,2025-04-09 10:22:00
50162,32.40,2025-04-09 10:24:00
50163,11.30,2025-04-09 10:26:00
50164,11.30,2025-04-09 10:28:00
50165,11.30,2025-04-09 10:30:00
50166,12.70,2025-04-09 10:32:00
50167,12.70,2025-04-09 10:34:00
50168,12.70,2025-04-09 10:36:00
50169,22.50,2025-04-09 10:38:00
50170,12.70,2025-04-09 10:40:00
50171,25.40,2025-04-09 10:42:00
50172,21.10,2025-04-09 10:44:00
50173,12.70,2025-04-09 10:46:00
50174,11.30,2025-04-09 10:48:00
50175,12.70,2025-04-09 10:50:00
50176,11.30,2025-04-09 10:52:00
50177,12.70,2025-04-09 10:54:00
50178,21.10,2025-04-09 10:56:00
50179,12.70,2025-04-09 10:58:00
50180,11.30,2025-04-09 11:00:00
50181,12.70,2025-04-09 11:02:00
50182,11.30,2025-04-09 11:04:00
50183,12.70,2025-04-09 11:06:00
50184,11.30,2025-04-09 11:08:00
50185,12.70,2025-04-09 11:10:00
50186,11.30,2025-04-09 11:12:00
50187,9.80,2025-04-09 11:14:00
50188,11.30,2025-04-09 11:16:00
50189,12.70,2025-04-09 11:18:00
50190,11.30,2025-04-09 11:20:00
50191,11.30,2025-04-09 11:22:00
50192,11.30,2025-04-09 11:24:00
50193,11.30,2025-04-09 11:26:00
50194,12.70,2025-04-09 11:28:00
50195,22.50,2025-04-09 11:30:00
50196,12.70,2025-04-09 11:32:00
50197,11.30,2025-04-09 11:34:00
50198,12.70,2025-04-09 11:36:00
50199,9.80,2025-04-09 11:38:00
50200,11.30,2025-04-09 11:40:00
50201,12.70,2025-04-09 11:42:00
50202,9.80,2025-04-09 11:44:00
50203,11.30,2025-04-09 11:46:00
50204,9.80,2025-04-09 11:48:00
50205,11.30,2025-04-09 11:50:00
50206,12.70,2025-04-09 11:52:00
50207,12.70,2025-04-09 11:54:00
50208,9.80,2025-04-09 11:56:00
50209,11.30,2025-04-09 11:58:00
50210,11.30,2025-04-09 12:00:00
50211,12.70,2025-04-09 12:02:00
50212,12.70,2025-04-09 12:04:00
50213,11.30,2025-04-09 12:06:00
50214,11.30,2025-04-09 12:08:00
50215,11.30,2025-04-09 12:10:00
50216,9.80,2025-04-09 12:12:00
50217,9.80,2025-04-09 12:14:00
50218,9.80,2025-04-09 12:16:00
50219,11.30,2025-04-09 12:18:00
50220,11.30,2025-04-09 12:20:00
50221,12.70,2025-04-09 12:22:00
50222,11.30,2025-04-09 12:24:00
50223,12.70,2025-04-09 12:26:00
50224,12.70,2025-04-09 12:28:00
50225,12.70,2025-04-09 12:30:00
50226,12.70,2025-04-09 12:32:00
50227,11.30,2025-04-09 12:34:00
50228,11.30,2025-04-09 12:36:00
50229,11.30,2025-04-09 12:38:00
50230,11.30,2025-04-09 12:40:00
50231,12.70,2025-04-09 12:42:00
50232,12.70,2025-04-09 12:44:00
50233,11.30,2025-04-09 12:46:00
50234,12.70,2025-04-09 12:48:00
50235,11.30,2025-04-09 12:50:00
50236,11.30,2025-04-09 12:52:00
50237,11.30,2025-04-09 12:54:00
50238,11.30,2025-04-09 12:56:00
50239,11.30,2025-04-09 12:58:00
50240,12.70,2025-04-09 13:00:00
50241,12.70,2025-04-09 13:02:00
50242,11.30,2025-04-09 13:04:00
50243,12.70,2025-04-09 13:06:00
50244,11.30,2025-04-09 13:08:00
50245,12.70,2025-04-09 13:10:00
50246,11.30,2025-04-09 13:12:00
50247,11.30,2025-04-09 13:14:00
50248,11.30,2025-04-09 13:16:00
50249,9.80,2025-04-09 13:18:00
50250,11.30,2025-04-09 13:20:00
50251,12.70,2025-04-09 13:22:00
50252,11.30,2025-04-09 13:24:00
50253,11.30,2025-04-09 13:26:00
50254,9.80,2025-04-09 13:28:00
50255,11.30,2025-04-09 13:30:00
50256,24.00,2025-04-09 13:32:00
50257,22.50,2025-04-09 13:34:00
50258,11.30,2025-04-09 13:36:00
50259,12.70,2025-04-09 13:38:00
50260,9.80,2025-04-09 13:40:00
50261,11.30,2025-04-09 13:42:00
50262,32.40,2025-04-09 13:44:00
50263,11.30,2025-04-09 13:46:00
50264,11.30,2025-04-09 13:48:00
50265,11.30,2025-04-09 13:50:00
50266,12.70,2025-04-09 13:52:00
50267,12.70,2025-04-09 13:54:00
50268,11.30,2025-04-09 13:56:00
50269,11.30,2025-04-09 13:58:00
50270,11.30,2025-04-09 14:00:00
50271,11.30,2025-04-09 14:02:00
50272,11.30,2025-04-09 14:04:00
50273,12.70,2025-04-09 14:06:00
50274,11.30,2025-04-09 14:08:00
50275,12.70,2025-04-09 14:10:00
50276,9.80,2025-04-09 14:12:00
50277,9.80,2025-04-09 14:14:00
50278,9.80,2025-04-09 14:16:00
50279,11.30,2025-04-09 14:18:00
50280,11.30,2025-04-09 14:20:00
50281,9.80,2025-04-09 14:22:00
50282,11.30,2025-04-09 14:24:00
50283,9.80,2025-04-09 14:26:00
50284,11.30,2025-04-09 14:28:00
50285,12.70,2025-04-09 14:30:00
50286,11.30,2025-04-09 14:32:00
50287,11.30,2025-04-09 14:34:00
50288,9.80,2025-04-09 14:36:00
50289,11.30,2025-04-09 14:38:00
50290,11.30,2025-04-09 14:40:00
50291,11.30,2025-04-09 14:42:00
50292,9.80,2025-04-09 14:44:00
50293,11.30,2025-04-09 14:46:00
50294,11.30,2025-04-09 14:48:00
50295,11.30,2025-04-09 14:50:00
50296,11.30,2025-04-09 14:52:00
50297,24.00,2025-04-09 14:54:00
50298,11.30,2025-04-09 14:56:00
50299,12.70,2025-04-09 14:58:00
50300,11.30,2025-04-09 15:00:00
50301,25.40,2025-04-09 15:02:00
50302,11.30,2025-04-09 15:04:00
50303,12.70,2025-04-09 15:06:00
50304,11.30,2025-04-09 15:08:00
50305,12.70,2025-04-09 15:10:00
50306,12.70,2025-04-09 15:12:00
50307,11.30,2025-04-09 15:14:00
50308,32.30,2025-04-09 15:16:00
50309,12.70,2025-04-09 15:18:00
50310,12.70,2025-04-09 15:20:00
50311,11.30,2025-04-09 15:22:00
50312,11.30,2025-04-09 15:24:00
50313,11.30,2025-04-09 15:26:00
50314,12.70,2025-04-09 15:28:00
50315,35.20,2025-04-09 15:30:00
50316,11.30,2025-04-09 15:32:00
50317,11.30,2025-04-09 15:34:00
50318,11.30,2025-04-09 15:36:00
50319,12.70,2025-04-09 15:38:00
50320,9.80,2025-04-09 15:40:00
50321,11.30,2025-04-09 15:42:00
50322,8.30,2025-04-09 15:44:00
50323,11.30,2025-04-09 15:46:00
50324,11.30,2025-04-09 15:48:00
50325,22.60,2025-04-09 15:50:00
