orderid,item,itemid
50956,649,56322
50957,5114,56323
50958,1867,56324
50959,2464,56325
50960,4606,56326
50961,923,56327
50962,3456,56328
50962,4416,56329
50962,3278,56330
50963,1567,56331
50963,4928,56332
50963,2190,56333
50964,183,56334
50965,5329,56335
50966,3342,56336
50967,3951,56337
50968,2696,56338
50968,169,56339
50969,2774,56340
50970,1096,56341
50971,737,56342
50972,4713,56343
50973,777,56344
50974,2529,56345
50975,3601,56346
50976,4709,56347
50977,2337,56348
50978,5292,56349
50979,2724,56350
50980,2783,56351
50981,3645,56352
50982,499,56353
50983,1755,56354
50984,1754,56355
50985,707,56356
50986,5188,56357
50987,188,56358
50988,2245,56359
50989,740,56360
50990,162,56361
50991,589,56362
50992,4941,56363
50993,3459,56364
50994,3072,56365
50995,591,56366
50996,1836,56367
50997,3803,56368
50998,1444,56369
50999,1258,56370
51000,4417,56371
51001,2715,56372
51002,3960,56373
51003,1872,56374
51004,3607,56375
51005,758,56376
51006,1959,56377
51007,4074,56378
51008,4704,56379
51009,647,56380
51009,4854,56381
51010,4888,56382
51011,3179,56383
51012,4629,56384
51013,1215,56385
51014,365,56386
51015,3414,56387
51015,1613,56388
51015,1572,56389
51016,2782,56390
51017,5111,56391
51017,4878,56392
51018,602,56393
51019,3389,56394
51019,2349,56395
51019,3671,56396
51020,916,56397
51021,535,56398
51022,4223,56399
51023,4780,56400
51024,651,56401
51025,4304,56402
51026,4965,56403
51027,3245,56404
51028,1351,56405
51029,4914,56406
51030,1136,56407
51031,2924,56408
51032,2484,56409
51033,868,56410
51034,4552,56411
51035,4790,56412
51036,4507,56413
51037,2523,56414
51038,4492,56415
51039,4310,56416
51040,3167,56417
51041,1434,56418
51042,4699,56419
51043,1400,56420
51044,2222,56421
51045,1735,56422
51046,2055,56423
51047,195,56424
51048,362,56425
51049,1161,56426
51050,2675,56427
51051,4292,56428
51052,3257,56429
51052,3189,56430
51053,1147,56431
51054,1254,56432
51055,3778,56433
51056,213,56434
51056,4447,56435
51056,3476,56436
51057,3283,56437
51057,4566,56438
51057,1109,56439
51058,3245,56440
51059,1582,56441
51060,633,56442
51061,1677,56443
51062,3010,56444
51062,1882,56445
51062,2255,56446
51063,2957,56447
51064,2164,56448
51065,899,56449
51066,1773,56450
51067,2842,56451
51068,3165,56452
51069,1618,56453
51070,950,56454
51071,4751,56455
51072,3991,56456
51073,1291,56457
51074,2853,56458
51075,2922,56459
51076,5193,56460
51077,5055,56461
51078,3218,56462
51079,4282,56463
51080,196,56464
51081,962,56465
51082,4184,56466
51083,3743,56467
51084,61,56468
51084,3195,56469
51085,3687,56470
51085,4094,56471
51086,5134,56472
51087,1175,56473
51088,4493,56474
51089,932,56475
51090,2054,56476
51091,3628,56477
51092,187,56478
51093,2932,56479
51094,1451,56480
51095,3719,56481
51096,2152,56482
51097,4094,56483
51098,4556,56484
51099,100,56485
51099,3769,56486
51100,1690,56487
51101,277,56488
51102,809,56489
51103,1252,56490
51104,4837,56491
51105,1128,56492
51106,3494,56493
51107,216,56494
51108,1126,56495
51109,3983,56496
51110,4327,56497
51111,2317,56498
51112,5154,56499
51113,3881,56500
51114,721,56501
51115,30,56502
51116,5241,56503
51117,3589,56504
51118,2487,56505
51119,3692,56506
51119,1318,56507
51120,3206,56508
51121,4153,56509
51122,2681,56510
51123,3866,56511
51124,3093,56512
51125,2179,56513
51126,7,56514
51127,1106,56515
51128,4682,56516
51129,2818,56517
51130,1127,56518
51131,2464,56519
51132,4649,56520
51133,1863,56521
51134,1792,56522
51135,3969,56523
51136,2479,56524
51136,1408,56525
51137,4732,56526
51138,1753,56527
51139,2742,56528
51140,4885,56529
51141,1480,56530
51142,4605,56531
51142,21,56532
51142,761,56533
51143,5197,56534
51144,32,56535
51144,400,56536
51145,3804,56537
51146,3240,56538
51147,4234,56539
51148,52,56540
51149,3395,56541
51150,2093,56542
51151,3910,56543
51152,3558,56544
51153,3028,56545
51154,2378,56546
51155,4839,56547
51156,1923,56548
51157,475,56549
51158,3622,56550
51159,3397,56551
51160,3706,56552
51161,4761,56553
51162,4402,56554
51163,2678,56555
51164,5039,56556
51165,1792,56557
51166,2193,56558
51167,1399,56559
51168,2603,56560
51169,3821,56561
51170,4327,56562
51171,4741,56563
51172,2678,56564
51173,2889,56565
51174,1676,56566
51175,5159,56567
51176,2422,56568
51177,19,56569
51178,3773,56570
51179,1393,56571
51180,1059,56572
51181,3088,56573
51182,4559,56574
51182,3492,56575
51183,2791,56576
51184,4262,56577
51185,5168,56578
51186,2118,56579
51187,3106,56580
51188,896,56581
51189,3764,56582
51190,3503,56583
51191,1629,56584
51192,4375,56585
51193,564,56586
51193,2202,56587
51193,4738,56588
51194,3970,56589
51194,1115,56590
51195,2821,56591
51196,4328,56592
51196,2780,56593
51197,1507,56594
51198,4740,56595
51199,1338,56596
51200,5153,56597
51201,3505,56598
51202,1974,56599
51203,228,56600
51204,5229,56601
51205,4830,56602
51206,3685,56603
51207,2839,56604
51208,4155,56605
51209,4455,56606
51210,2501,56607
51211,4129,56608
51212,3776,56609
51213,5140,56610
51214,4645,56611
51215,4521,56612
51216,3122,56613
51217,3338,56614
51218,4531,56615
51219,4541,56616
51220,929,56617
51221,1593,56618
51222,2998,56619
51223,3119,56620
51224,71,56621
51225,4220,56622
51226,673,56623
51226,1486,56624
51226,1341,56625
51227,4325,56626
51228,1281,56627
51229,5109,56628
51230,548,56629
51231,3357,56630
51232,2969,56631
51233,2412,56632
51234,4766,56633
51235,5038,56634
51236,3885,56635
51237,4960,56636
51238,4489,56637
51239,132,56638
51240,138,56639
51241,4767,56640
51242,3441,56641
51243,72,56642
51243,88,56643
51244,4212,56644
51245,4342,56645
51246,1401,56646
51247,421,56647
51248,1367,56648
51249,4987,56649
51250,5312,56650
51251,2604,56651
51252,2130,56652
51253,5229,56653
51254,3555,56654
51255,4619,56655
51256,789,56656
51256,4989,56657
51256,4585,56658
51257,2033,56659
51258,1502,56660
51259,2761,56661
51260,895,56662
51261,1668,56663
51261,2651,56664
51262,973,56665
51263,4914,56666
51264,1772,56667
51265,924,56668
51266,1843,56669
51267,2288,56670
51268,653,56671
51269,4414,56672
51270,4568,56673
51271,4983,56674
51272,4663,56675
51273,3148,56676
51274,4750,56677
51275,3437,56678
51276,4797,56679
51276,2671,56680
51277,3045,56681
51278,1936,56682
51279,1961,56683
51280,2588,56684
51281,4242,56685
51281,3222,56686
51281,4631,56687
51282,91,56688
51283,2627,56689
51284,347,56690
51285,637,56691
51286,1905,56692
51287,1459,56693
51288,2760,56694
51289,1431,56695
51290,1808,56696
51291,4293,56697
51291,5237,56698
51292,320,56699
51292,1203,56700
51292,10,56701
51293,2795,56702
51294,832,56703
51295,5234,56704
51295,4466,56705
51296,742,56706
51297,4988,56707
51298,4689,56708
51299,3721,56709
51300,198,56710
51301,2130,56711
51302,1041,56712
51303,2261,56713
51304,2316,56714
51305,1339,56715
51306,3156,56716
51307,2068,56717
51308,5203,56718
51309,4200,56719
51310,1093,56720
51311,854,56721
51312,347,56722
51313,3784,56723
51313,2064,56724
51314,3418,56725
51315,2605,56726
51316,1527,56727
51317,1943,56728
51317,4208,56729
51317,4052,56730
51318,670,56731
51319,3828,56732
51320,4279,56733
51321,4827,56734
51322,3679,56735
51323,3087,56736
51324,1021,56737
51325,2054,56738
51326,4417,56739
51327,3751,56740
51328,2602,56741
51329,2350,56742
51330,4449,56743
51331,3054,56744
51332,1336,56745
51333,4131,56746
51334,3449,56747
51335,3345,56748
51336,2728,56749
51337,2683,56750
51338,1718,56751
51339,1769,56752
51340,2339,56753
51341,2295,56754
51342,4584,56755
51343,2302,56756
51344,789,56757
51344,3369,56758
51345,5315,56759
51346,36,56760
51347,953,56761
51348,2020,56762
51349,628,56763
51350,2153,56764
51350,3320,56765
51350,835,56766
51351,3161,56767
51352,1443,56768
51353,3860,56769
51354,2274,56770
51354,4633,56771
51355,298,56772
51356,3850,56773
51357,4012,56774
51358,224,56775
51359,3412,56776
51360,104,56777
51361,5147,56778
51362,2374,56779
51363,1783,56780
51364,4396,56781
51365,437,56782
51366,561,56783
51367,2129,56784
51368,1327,56785
51369,1017,56786
51370,1671,56787
51370,3776,56788
51370,4321,56789
51371,2502,56790
51371,4656,56791
51372,3611,56792
51373,447,56793
51374,326,56794
51375,4696,56795
51376,2895,56796
51377,5204,56797
51378,4643,56798
51379,1831,56799
51380,1416,56800
51381,5173,56801
51382,5161,56802
51383,984,56803
51384,4765,56804
51385,2453,56805
51386,2443,56806
51387,2777,56807
51387,3940,56808
51387,3864,56809
51388,1322,56810
51389,1061,56811
51390,2411,56812
51391,3187,56813
51392,5001,56814
51393,1605,56815
51394,1277,56816
51394,1077,56817
51394,3312,56818
51395,128,56819
51396,3899,56820
51397,942,56821
51398,1170,56822
51399,65,56823
51400,3438,56824
51401,4015,56825
51402,5030,56826
51403,3288,56827
51404,3288,56828
51405,4391,56829
51406,191,56830
51407,1341,56831
51408,3780,56832
51409,3596,56833
51410,2654,56834
51411,1776,56835
51411,4400,56836
51412,4933,56837
51413,944,56838
51414,429,56839
51415,2030,56840
51415,2335,56841
51416,869,56842
51417,4132,56843
51417,1866,56844
51417,1508,56845
51418,4030,56846
51419,5200,56847
51420,1264,56848
51421,254,56849
51422,5115,56850
51423,287,56851
51424,831,56852
51425,4410,56853
51426,3505,56854
51427,2253,56855
51428,3784,56856
51429,3888,56857
51430,4709,56858
51431,3284,56859
51431,50,56860
51432,1014,56861
51433,2172,56862
51434,4148,56863
51435,1137,56864
51436,367,56865
51437,2546,56866
51438,4528,56867
51439,3434,56868
51440,539,56869
51441,3795,56870
51442,4274,56871
51443,5052,56872
51444,717,56873
51445,1746,56874
51446,1476,56875
51447,5017,56876
51448,2358,56877
51449,4117,56878
51450,720,56879
51450,174,56880
51451,1274,56881
51452,791,56882
51453,3192,56883
51454,4810,56884
51455,1067,56885
51456,1989,56886
51457,469,56887
51458,2998,56888
51459,3228,56889
51460,3294,56890
51461,1148,56891
51462,2604,56892
51463,4644,56893
51464,4361,56894
51465,4527,56895
51466,4761,56896
51467,1406,56897
51468,4697,56898
51468,515,56899
51469,700,56900
51470,1932,56901
51471,2565,56902
51472,2323,56903
51473,1172,56904
51474,1039,56905
51475,5150,56906
51476,3792,56907
51477,1358,56908
51478,3576,56909
51479,770,56910
51479,955,56911
51480,2498,56912
51481,4884,56913
51482,4767,56914
51483,2387,56915
51484,751,56916
51485,5103,56917
51486,3043,56918
51487,4828,56919
51488,4004,56920
51488,5287,56921
51488,3149,56922
51489,2907,56923
51490,1441,56924
51491,4076,56925
51492,2886,56926
51493,4148,56927
51494,3032,56928
51495,4950,56929
51496,4883,56930
51496,3055,56931
51497,4808,56932
51498,2719,56933
51499,3715,56934
51499,3384,56935
51500,449,56936
51501,3136,56937
51502,3132,56938
51503,3752,56939
51504,4642,56940
51505,382,56941
51506,97,56942
51507,2637,56943
51508,1304,56944
51509,2345,56945
51510,1546,56946
51511,486,56947
51512,3458,56948
51513,3937,56949
51514,4079,56950
51515,4316,56951
51516,5030,56952
51517,241,56953
51518,1706,56954
51518,401,56955
51519,5147,56956
51520,1768,56957
51521,4048,56958
51522,3082,56959
51523,4694,56960
51524,3333,56961
51525,2531,56962
51526,4029,56963
51527,1378,56964
51528,4668,56965
51528,485,56966
51529,760,56967
51530,4630,56968
51531,456,56969
51532,2622,56970
51533,4724,56971
51534,1433,56972
51535,3269,56973
51536,5243,56974
51537,4084,56975
51538,3037,56976
51539,842,56977
51540,3050,56978
51541,109,56979
51542,5272,56980
51542,3531,56981
51543,2884,56982
51544,1864,56983
51545,245,56984
51545,4370,56985
51545,3384,56986
51546,200,56987
51547,4008,56988
51548,3794,56989
51549,2908,56990
51550,988,56991
51551,1212,56992
51552,537,56993
51553,3137,56994
51553,4579,56995
51554,3244,56996
51555,1958,56997
51555,4898,56998
51555,922,56999
51556,1649,57000
51557,1640,57001
51557,1593,57002
51557,5076,57003
51558,1865,57004
51559,4954,57005
51560,2136,57006
51560,4331,57007
51560,3844,57008
51561,1514,57009
51562,5213,57010
51563,722,57011
51564,1838,57012
51564,2100,57013
51565,4750,57014
51566,1664,57015
51567,4296,57016
51568,1283,57017
51569,3549,57018
51570,4929,57019
51570,3956,57020
51570,685,57021
51571,1265,57022
51572,2131,57023
51572,2965,57024
51573,5155,57025
51574,4990,57026
51575,3751,57027
51576,4168,57028
51577,2629,57029
51577,757,57030
51578,1857,57031
51579,3192,57032
51580,5261,57033
51580,625,57034
51581,4901,57035
51582,4703,57036
51583,4128,57037
51583,3749,57038
51583,1532,57039
51584,3694,57040
51585,1331,57041
51586,2806,57042
51587,3953,57043
51588,1616,57044
51589,3333,57045
51590,1834,57046
51591,2483,57047
51592,4752,57048
51592,4084,57049
51592,462,57050
51593,2221,57051
51594,4889,57052
51595,2091,57053
51596,904,57054
51597,2091,57055
51597,640,57056
51597,99,57057
51598,2892,57058
51599,1327,57059
51600,5008,57060
51601,2237,57061
51601,110,57062
51601,3363,57063
51602,1540,57064
51603,1720,57065
51604,4055,57066
51605,4058,57067
51606,3870,57068
51607,3925,57069
51608,3982,57070
51609,59,57071
51610,1733,57072
51610,4533,57073
51611,2048,57074
51612,4287,57075
51613,3020,57076
51614,1686,57077
51615,5232,57078
51616,2843,57079
51617,1628,57080
51618,1368,57081
51619,449,57082
51620,4613,57083
51621,166,57084
51622,3728,57085
51623,4785,57086
51623,3279,57087
51623,1637,57088
51624,2911,57089
51625,4363,57090
51626,339,57091
51627,2275,57092
51628,939,57093
51629,2382,57094
51630,3149,57095
51630,1018,57096
51631,1011,57097
51632,205,57098
51633,620,57099
51634,2114,57100
51635,1671,57101
51636,1650,57102
51637,2633,57103
51638,1109,57104
51639,98,57105
51640,1070,57106
51641,121,57107
51642,101,57108
51643,627,57109
51644,936,57110
51645,2272,57111
51646,559,57112
51647,4114,57113
51648,1839,57114
51649,764,57115
51650,4003,57116
51651,3296,57117
51652,4110,57118
51653,142,57119
51654,4651,57120
51655,2280,57121
51656,1393,57122
51657,4299,57123
51658,3177,57124
51659,3985,57125
51660,5318,57126
51661,2943,57127
51662,4364,57128
51663,4767,57129
51664,4400,57130
51665,3527,57131
51666,5086,57132
51667,4606,57133
51668,2348,57134
51668,3591,57135
51669,477,57136
51670,549,57137
51670,3924,57138
51671,1395,57139
51672,2127,57140
51673,836,57141
51674,5003,57142
51675,4703,57143
51676,2412,57144
51677,1803,57145
51678,2118,57146
51679,1593,57147
51680,509,57148
51681,4152,57149
51682,2162,57150
51682,3517,57151
51682,532,57152
51683,4581,57153
51684,2840,57154
51685,4177,57155
51686,95,57156
51687,3683,57157
51688,3903,57158
51689,3378,57159
51690,4360,57160
51691,2498,57161
51692,2772,57162
51693,1783,57163
51694,120,57164
51695,2142,57165
51696,1728,57166
51697,5036,57167
51698,1813,57168
51699,2667,57169
51700,5210,57170
51701,1118,57171
51702,1967,57172
51703,431,57173
51704,3844,57174
51705,4004,57175
51706,891,57176
51707,4398,57177
51708,3982,57178
51708,2337,57179
51709,3102,57180
51710,1158,57181
51711,2739,57182
51712,2457,57183
51713,5266,57184
51714,4408,57185
51715,1943,57186
51716,1406,57187
51717,784,57188
51718,3493,57189
51719,3526,57190
51720,383,57191
51720,3891,57192
51721,4896,57193
51722,2492,57194
51723,4392,57195
51724,3239,57196
51725,1094,57197
51726,2666,57198
51727,1590,57199
51728,4589,57200
51729,259,57201
51730,1486,57202
51731,1821,57203
51732,2927,57204
51733,950,57205
51734,1906,57206
51735,2837,57207
51736,3591,57208
51736,2469,57209
51736,195,57210
51737,4152,57211
51738,1145,57212
51739,5211,57213
51740,217,57214
51741,2040,57215
51742,3207,57216
51743,2251,57217
51744,2705,57218
51745,991,57219
51746,1063,57220
51747,5275,57221
51748,1886,57222
51749,3842,57223
51750,3045,57224
51751,4550,57225
51752,2717,57226
51752,2125,57227
51753,5225,57228
51754,1134,57229
51755,3147,57230
51756,548,57231
51757,715,57232
51758,3273,57233
51759,2188,57234
51760,956,57235
51760,4864,57236
51760,880,57237
51761,654,57238
51762,686,57239
51763,123,57240
51764,4840,57241
51765,4029,57242
51766,5200,57243
51766,4716,57244
51767,3425,57245
51768,1602,57246
51769,3267,57247
51770,5218,57248
51771,5271,57249
51772,3595,57250
51773,2004,57251
51774,3129,57252
51775,3545,57253
51776,1812,57254
51776,2398,57255
51777,3989,57256
51778,4135,57257
51779,1232,57258
51780,5084,57259
51781,1467,57260
51782,1292,57261
51783,1186,57262
51784,4461,57263
51785,3951,57264
51786,1843,57265
51787,1472,57266
51788,113,57267
51789,189,57268
51790,3294,57269
51791,4896,57270
51792,1724,57271
51793,4689,57272
51794,4128,57273
51795,555,57274
51795,2342,57275
51796,2406,57276
51797,4267,57277
51798,763,57278
51799,1395,57279
51800,4678,57280
51801,3519,57281
51802,531,57282
51803,1330,57283
51803,5052,57284
51803,4898,57285
51804,2237,57286
51805,2035,57287
51806,118,57288
51807,4014,57289
51808,2521,57290
51809,1129,57291
51810,2624,57292
51811,4211,57293
51812,3887,57294
51813,3027,57295
51814,2425,57296
51815,4893,57297
51816,5017,57298
51817,3947,57299
51818,1145,57300
51819,3612,57301
51820,4908,57302
51821,932,57303
51822,5284,57304
51823,4294,57305
51824,135,57306
51825,1129,57307
51826,519,57308
51827,2253,57309
51828,4975,57310
51829,2004,57311
51830,872,57312
51831,1157,57313
51832,1055,57314
51832,1818,57315
51832,5192,57316
51833,822,57317
51834,1698,57318
51835,4388,57319
51836,3833,57320
51837,497,57321
51838,182,57322
51839,3995,57323
51840,2176,57324
51841,2092,57325
51842,4344,57326
51843,1099,57327
51844,83,57328
51845,3206,57329
51846,3625,57330
51847,4080,57331
51848,333,57332
51849,1130,57333
51850,4925,57334
51851,5057,57335
51852,2264,57336
51853,4828,57337
51854,1571,57338
51855,4305,57339
51856,2640,57340
51857,1559,57341
51858,389,57342
51859,2804,57343
51860,1071,57344
51860,3540,57345
51860,4864,57346
51861,3977,57347
51862,401,57348
51863,4182,57349
51864,5135,57350
51865,893,57351
51865,4894,57352
51865,413,57353
51866,3849,57354
51867,5235,57355
51868,1611,57356
51869,2624,57357
51870,364,57358
51871,2447,57359
51872,4631,57360
51873,2457,57361
51873,1920,57362
51873,3227,57363
51874,1314,57364
51875,2234,57365
51876,5200,57366
51877,1339,57367
51878,4438,57368
51878,68,57369
51878,901,57370
51879,2915,57371
51880,1949,57372
51881,2691,57373
51882,4170,57374
51883,109,57375
51884,4624,57376
51885,2877,57377
51886,4759,57378
51886,3195,57379
51887,4599,57380
51888,144,57381
51889,1691,57382
51890,1096,57383
51891,3049,57384
51892,3627,57385
51893,2903,57386
51894,2563,57387
51895,492,57388
51896,283,57389
51897,71,57390
51898,3743,57391
51899,184,57392
51900,5082,57393
51901,317,57394
51902,4449,57395
51902,5268,57396
51903,1583,57397
51904,3657,57398
51905,5141,57399
51906,4033,57400
51907,1231,57401
51907,2538,57402
51907,2145,57403
51908,3177,57404
51909,1918,57405
51910,4117,57406
51911,2039,57407
51912,3258,57408
51913,2824,57409
51914,5148,57410
51915,3170,57411
51916,4129,57412
51917,892,57413
51918,1405,57414
51919,4144,57415
51920,1432,57416
51921,4771,57417
51922,2448,57418
51923,5321,57419
51924,1445,57420
51925,4861,57421
51926,3077,57422
51927,5179,57423
51928,4947,57424
51929,1975,57425
51930,371,57426
51931,4913,57427
51932,4346,57428
51933,100,57429
51934,822,57430
51935,5134,57431
51936,4792,57432
51937,1517,57433
51938,439,57434
51939,3916,57435
51940,1370,57436
51941,4269,57437
51942,1838,57438
51943,2903,57439
51944,2885,57440
51945,4649,57441
51946,671,57442
51947,553,57443
51948,1052,57444
51949,426,57445
51949,2571,57446
51950,2551,57447
51950,4375,57448
51951,4649,57449
51952,3514,57450
51953,2532,57451
52072,4729,57452
51954,2817,57453
51954,690,57454
51954,106,57455
51955,4772,57456
51956,1348,57457
51957,3482,57458
51958,2074,57459
51959,2196,57460
51960,1930,57461
51961,651,57462
51962,2557,57463
51963,1185,57464
51964,5134,57465
51965,118,57466
51966,3894,57467
51967,1143,57468
51968,2900,57469
51969,3672,57470
51970,1292,57471
51971,4969,57472
51972,3968,57473
51973,3443,57474
51974,773,57475
51975,2489,57476
51975,2139,57477
51976,2123,57478
51977,4721,57479
51978,1227,57480
51979,5099,57481
51980,4886,57482
51981,4925,57483
51982,1304,57484
51983,2687,57485
51984,1741,57486
51985,5029,57487
51986,2702,57488
51987,3275,57489
51988,2066,57490
51988,4941,57491
51989,2300,57492
51990,4249,57493
51990,4561,57494
51990,4201,57495
51991,5198,57496
51992,3628,57497
51993,2172,57498
51993,1681,57499
51994,2668,57500
51995,4778,57501
51996,3908,57502
51997,5079,57503
51998,1274,57504
51999,4984,57505
52000,192,57506
52001,3418,57507
52002,3332,57508
52003,467,57509
52004,1533,57510
52005,797,57511
52006,4876,57512
52007,3639,57513
52008,800,57514
52009,1382,57515
52010,976,57516
52011,5229,57517
52012,976,57518
52013,4674,57519
52014,16,57520
52014,717,57521
52014,2016,57522
52015,4859,57523
52016,4430,57524
52017,2927,57525
52018,878,57526
52018,2899,57527
52019,401,57528
52020,5152,57529
52021,1731,57530
52021,5261,57531
52022,2693,57532
52023,3922,57533
52024,3327,57534
52025,2301,57535
52026,1307,57536
52027,2580,57537
52028,4837,57538
52029,2632,57539
52030,5031,57540
52031,1249,57541
52032,857,57542
52033,3467,57543
52034,2843,57544
52035,1916,57545
52036,863,57546
52036,1661,57547
52037,1271,57548
52038,719,57549
52039,1402,57550
52040,4763,57551
52041,5245,57552
52042,671,57553
52042,679,57554
52043,2117,57555
52044,1591,57556
52045,704,57557
52046,1677,57558
52047,3024,57559
52048,4903,57560
52048,2991,57561
52049,1161,57562
52050,315,57563
52051,2291,57564
52052,5135,57565
52053,2756,57566
52054,1086,57567
52055,1116,57568
52056,2396,57569
52057,4351,57570
52058,272,57571
52059,700,57572
52059,812,57573
52060,826,57574
52061,3164,57575
52062,1912,57576
52063,1513,57577
52064,2468,57578
52065,5216,57579
52066,64,57580
52067,89,57581
52068,4903,57582
52069,2805,57583
52070,3576,57584
52071,493,57585
52073,3056,57586
52074,1772,57587
52074,2216,57588
52074,923,57589
52075,1215,57590
52076,910,57591
52077,4566,57592
52078,1105,57593
52079,2955,57594
52080,361,57595
52081,1578,57596
52082,3729,57597
52083,2328,57598
52084,2577,57599
52085,5323,57600
52086,2184,57601
52087,207,57602
52088,1397,57603
52089,4023,57604
52090,2485,57605
52091,3821,57606
52092,4959,57607
52093,1381,57608
52094,154,57609
52095,3429,57610
52096,3709,57611
52097,4297,57612
52098,4389,57613
52099,5029,57614
52100,2669,57615
52101,4715,57616
52102,1454,57617
52103,347,57618
52104,2831,57619
52105,2500,57620
52106,133,57621
52107,1261,57622
52108,4692,57623
52109,1372,57624
52110,2948,57625
52111,572,57626
52112,3768,57627
52112,5320,57628
52112,4855,57629
52113,3913,57630
52114,3585,57631
52115,2328,57632
52116,3494,57633
52117,3956,57634
52118,4019,57635
52119,4988,57636
52120,1523,57637
52121,158,57638
52122,1454,57639
52123,784,57640
52124,839,57641
52124,1530,57642
52125,248,57643
52126,1303,57644
52127,154,57645
52128,2845,57646
52129,1055,57647
52130,2951,57648
52131,1321,57649
52132,808,57650
52133,10,57651
52134,3431,57652
52135,983,57653
52136,4270,57654
52137,4173,57655
52138,3770,57656
52138,3658,57657
52139,4448,57658
52140,4350,57659
52141,666,57660
52142,2733,57661
52143,4834,57662
52144,452,57663
52145,1674,57664
52146,3361,57665
52147,1261,57666
52148,3751,57667
52149,4234,57668
52150,4614,57669
52151,2328,57670
52152,3719,57671
52153,5020,57672
52154,5106,57673
52155,5327,57674
52156,3785,57675
52157,9,57676
52158,2816,57677
52159,3315,57678
52160,2180,57679
52161,1270,57680
52162,3578,57681
52163,121,57682
52164,2964,57683
52165,5210,57684
52166,3520,57685
52167,840,57686
52168,3149,57687
52169,5196,57688
52170,108,57689
52171,3968,57690
52172,927,57691
52173,1228,57692
52174,5189,57693
52174,1015,57694
52175,4924,57695
52176,739,57696
52177,5326,57697
52178,352,57698
52179,4695,57699
52180,3860,57700
52181,3349,57701
52182,806,57702
52183,2961,57703
52184,3452,57704
52185,790,57705
52185,3998,57706
52186,2933,57707
52187,356,57708
52188,4025,57709
52189,4111,57710
52189,3374,57711
52190,642,57712
52190,3613,57713
52191,3648,57714
52192,3981,57715
52193,3288,57716
52194,362,57717
52195,4452,57718
52196,4896,57719
52197,3932,57720
52198,3620,57721
52199,2399,57722
52200,4878,57723
52201,519,57724
52202,3410,57725
52203,4079,57726
52204,4406,57727
52205,2024,57728
52206,515,57729
52207,3316,57730
52208,3363,57731
52209,3330,57732
52210,4349,57733
52211,4128,57734
52212,3703,57735
52213,4763,57736
52214,5026,57737
52215,5012,57738
52216,395,57739
52216,736,57740
52217,3833,57741
52217,2627,57742
52218,780,57743
52219,3529,57744
52220,2463,57745
52221,1291,57746
52222,1181,57747
52223,3381,57748
52224,4662,57749
52225,68,57750
52226,3410,57751
52227,1669,57752
52228,1198,57753
52229,1055,57754
52230,5239,57755
52231,685,57756
52232,3191,57757
52233,891,57758
52234,230,57759
52235,3492,57760
52236,2357,57761
52237,610,57762
52238,5059,57763
52239,3593,57764
52240,512,57765
52241,4261,57766
52242,2298,57767
52243,2363,57768
52244,5112,57769
52245,4336,57770
52246,3855,57771
52247,980,57772
52248,2474,57773
52249,864,57774
52250,406,57775
52251,580,57776
52252,2736,57777
52253,3177,57778
52254,4293,57779
52255,3890,57780
52256,2665,57781
52257,4515,57782
52258,1710,57783
52259,5146,57784
52260,2614,57785
52261,4267,57786
52262,2561,57787
52263,729,57788
52264,1345,57789
52265,3300,57790
52265,2872,57791
52266,3344,57792
52267,5137,57793
52268,4133,57794
52269,3407,57795
52269,1975,57796
52269,4624,57797
52270,4281,57798
52271,1353,57799
52272,869,57800
52273,4216,57801
52274,592,57802
52275,3518,57803
52276,478,57804
52277,2686,57805
52278,4205,57806
52279,2381,57807
52280,2551,57808
52281,3825,57809
52282,1827,57810
52283,2461,57811
52284,309,57812
52285,2399,57813
52285,3024,57814
52286,4016,57815
52287,4449,57816
52288,4193,57817
52289,719,57818
52290,3021,57819
52291,1912,57820
52292,1498,57821
52293,3074,57822
52293,2957,57823
52293,1102,57824
52294,1035,57825
52295,1920,57826
52296,2638,57827
52297,3374,57828
52298,3845,57829
52299,1443,57830
52300,1761,57831
52301,4527,57832
52302,4124,57833
52303,2142,57834
52304,805,57835
52305,2131,57836
52306,4484,57837
52307,371,57838
52308,1676,57839
52309,5016,57840
52310,4690,57841
52311,2706,57842
52311,3591,57843
52312,2353,57844
52313,3740,57845
52314,4615,57846
52315,4315,57847
52315,1953,57848
52316,1042,57849
52317,212,57850
52318,81,57851
52319,1293,57852
52320,5017,57853
52320,381,57854
52321,2840,57855
52322,2788,57856
52323,5038,57857
52324,4165,57858
52324,3126,57859
52324,1489,57860
52325,3894,57861
52326,1289,57862
52326,2928,57863
52327,1396,57864
52328,760,57865
52329,514,57866
52330,2228,57867
52331,723,57868
52332,275,57869
52333,1490,57870
52334,3815,57871
52335,991,57872
52336,5068,57873
52337,347,57874
52338,4009,57875
52338,2380,57876
52338,3826,57877
52339,1985,57878
52340,718,57879
52341,665,57880
52342,4998,57881
52343,2785,57882
52344,1078,57883
52345,1898,57884
52346,2558,57885
52347,3058,57886
52348,804,57887
52349,1210,57888
52350,5018,57889
52351,3289,57890
52352,3835,57891
52352,1795,57892
52353,4006,57893
52354,292,57894
52355,3791,57895
52356,11,57896
52357,4260,57897
52358,5028,57898
52359,3832,57899
52360,3162,57900
52361,2557,57901
52362,1059,57902
52363,4090,57903
52364,206,57904
52365,4145,57905
52366,1028,57906
52367,88,57907
52368,5308,57908
52369,4463,57909
